"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Travel Time to Work (in Minutes)","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Pulaski","IL","1762211","=""1762211""","N/A","2019-2023","2020","Census","United States"
"City","Quincy","IL","1762367","=""1762367""","14","2019-2023","2020","Census","United States"
"City","Radom","IL","1762523","=""1762523""","N/A","2019-2023","2020","Census","United States"
"City","Raleigh","IL","1762588","=""1762588""","N/A","2019-2023","2020","Census","United States"
"City","Ramsey","IL","1762627","=""1762627""","N/A","2019-2023","2020","Census","United States"
"City","Rankin","IL","1762744","=""1762744""","N/A","2019-2023","2020","Census","United States"
"City","Ransom","IL","1762757","=""1762757""","33","2019-2023","2020","Census","United States"
"City","Rantoul","IL","1762783","=""1762783""","19","2019-2023","2020","Census","United States"
"City","Rapids City","IL","1762822","=""1762822""","N/A","2019-2023","2020","Census","United States"
"City","Raritan","IL","1762848","=""1762848""","N/A","2019-2023","2020","Census","United States"
"City","Raymond","IL","1762965","=""1762965""","N/A","2019-2023","2020","Census","United States"
"City","Red Bud","IL","1763043","=""1763043""","22","2019-2023","2020","Census","United States"
"City","Reddick","IL","1763056","=""1763056""","N/A","2019-2023","2020","Census","United States"
"City","Redmon","IL","1763069","=""1763069""","N/A","2019-2023","2020","Census","United States"
"City","Rentchler","IL","1763355","=""1763355""","N/A","2019-2023","2020","Census","United States"
"City","Rest Haven","IL","1763382","=""1763382""","N/A","2019-2023","2020","Census","United States"
"City","Reynolds","IL","1763420","=""1763420""","N/A","2019-2023","2020","Census","United States"
"City","Richfield","IL","1763537","=""1763537""","N/A","2019-2023","2020","Census","United States"
"City","Richmond","IL","1763641","=""1763641""","32","2019-2023","2020","Census","United States"
"City","Richton Park","IL","1763706","=""1763706""","32","2019-2023","2020","Census","United States"
"City","Richview","IL","1763719","=""1763719""","N/A","2019-2023","2020","Census","United States"
"City","Ridge Farm","IL","1763862","=""1763862""","32","2019-2023","2020","Census","United States"
"City","Ridgefield","IL","1763875","=""1763875""","N/A","2019-2023","2020","Census","United States"
"City","Ridgewood","IL","1764005","=""1764005""","N/A","2019-2023","2020","Census","United States"
"City","Ridgway","IL","1764018","=""1764018""","25","2019-2023","2020","Census","United States"
"City","Ridott","IL","1764044","=""1764044""","N/A","2019-2023","2020","Census","United States"
"City","Riggston","IL","1764083","=""1764083""","N/A","2019-2023","2020","Census","United States"
"City","Riley","IL","1764094","=""1764094""","N/A","2019-2023","2020","Census","United States"
"City","Ringwood","IL","1764135","=""1764135""","34","2019-2023","2020","Census","United States"
"City","Rio","IL","1764148","=""1764148""","N/A","2019-2023","2020","Census","United States"
"City","Ripley","IL","1764174","=""1764174""","N/A","2019-2023","2020","Census","United States"
"City","Ritchie","IL","1764239","=""1764239""","N/A","2019-2023","2020","Census","United States"
"City","Riverdale","IL","1764278","=""1764278""","36","2019-2023","2020","Census","United States"
"City","River Forest","IL","1764304","=""1764304""","31","2019-2023","2020","Census","United States"
"City","River Grove","IL","1764343","=""1764343""","33","2019-2023","2020","Census","United States"
"City","Riverside","IL","1764421","=""1764421""","32","2019-2023","2020","Census","United States"
"City","Riverton","IL","1764486","=""1764486""","N/A","2019-2023","2020","Census","United States"
"City","Riverwoods","IL","1764538","=""1764538""","36","2019-2023","2020","Census","United States"
"City","Roanoke","IL","1764590","=""1764590""","22","2019-2023","2020","Census","United States"
"City","Robbins","IL","1764616","=""1764616""","29","2019-2023","2020","Census","United States"
"City","Roberts","IL","1764655","=""1764655""","N/A","2019-2023","2020","Census","United States"
"City","Robinson","IL","1764707","=""1764707""","N/A","2019-2023","2020","Census","United States"
"City","Rochelle","IL","1764746","=""1764746""","24","2019-2023","2020","Census","United States"
"City","Rochester","IL","1764759","=""1764759""","N/A","2019-2023","2020","Census","United States"
"City","Rockbridge","IL","1764811","=""1764811""","N/A","2019-2023","2020","Census","United States"
"City","Rock City","IL","1764837","=""1764837""","30","2019-2023","2020","Census","United States"
"City","Rockdale","IL","1764902","=""1764902""","24","2019-2023","2020","Census","United States"
"City","Rock Falls","IL","1764928","=""1764928""","16","2019-2023","2020","Census","United States"
"City","Rockford","IL","1765000","=""1765000""","21","2019-2023","2020","Census","United States"
"City","Rock Island","IL","1765078","=""1765078""","20","2019-2023","2020","Census","United States"
"City","Rock Island Arsenal","IL","1765104","=""1765104""","N/A","2019-2023","2020","Census","United States"
"City","Rockport","IL","1765130","=""1765130""","N/A","2019-2023","2020","Census","United States"
"City","Rockton","IL","1765156","=""1765156""","24","2019-2023","2020","Census","United States"
"City","Rockwood","IL","1765221","=""1765221""","N/A","2019-2023","2020","Census","United States"
"City","Rolling Meadows","IL","1765338","=""1765338""","26","2019-2023","2020","Census","United States"
"City","Rome","IL","1765403","=""1765403""","N/A","2019-2023","2020","Census","United States"
"City","Romeoville","IL","1765442","=""1765442""","32","2019-2023","2020","Census","United States"
"City","Roodhouse","IL","1765481","=""1765481""","28","2019-2023","2020","Census","United States"
"City","Roscoe","IL","1765611","=""1765611""","28","2019-2023","2020","Census","United States"
"City","Rose Hill","IL","1765754","=""1765754""","N/A","2019-2023","2020","Census","United States"
"City","Roselle","IL","1765806","=""1765806""","29","2019-2023","2020","Census","United States"
"City","Rosemont","IL","1765819","=""1765819""","21","2019-2023","2020","Census","United States"
"City","Roseville","IL","1765845","=""1765845""","31","2019-2023","2020","Census","United States"
"City","Rosewood Heights","IL","1765884","=""1765884""","N/A","2019-2023","2020","Census","United States"
"City","Rosiclare","IL","1765897","=""1765897""","N/A","2019-2023","2020","Census","United States"
"City","Rossville","IL","1765962","=""1765962""","25","2019-2023","2020","Census","United States"
"City","Round Lake","IL","1766027","=""1766027""","31","2019-2023","2020","Census","United States"
"City","Round Lake Beach","IL","1766040","=""1766040""","31","2019-2023","2020","Census","United States"
"City","Round Lake Heights","IL","1766053","=""1766053""","35","2019-2023","2020","Census","United States"
"City","Round Lake Park","IL","1766066","=""1766066""","32","2019-2023","2020","Census","United States"
"City","Roxana","IL","1766131","=""1766131""","20","2019-2023","2020","Census","United States"
"City","Royal","IL","1766157","=""1766157""","N/A","2019-2023","2020","Census","United States"
"City","Royal Lakes","IL","1766196","=""1766196""","N/A","2019-2023","2020","Census","United States"
"City","Royalton","IL","1766209","=""1766209""","N/A","2019-2023","2020","Census","United States"
"City","Ruma","IL","1766287","=""1766287""","N/A","2019-2023","2020","Census","United States"
"City","Rushville","IL","1766339","=""1766339""","N/A","2019-2023","2020","Census","United States"
"City","Russellville","IL","1766404","=""1766404""","N/A","2019-2023","2020","Census","United States"
"City","Rutland","IL","1766443","=""1766443""","N/A","2019-2023","2020","Census","United States"
"City","Sadorus","IL","1766534","=""1766534""","N/A","2019-2023","2020","Census","United States"
"City","Sailor Springs","IL","1766599","=""1766599""","N/A","2019-2023","2020","Census","United States"
"City","St. Anne","IL","1766638","=""1766638""","N/A","2019-2023","2020","Census","United States"
"City","St. Augustine","IL","1766677","=""1766677""","N/A","2019-2023","2020","Census","United States"
"City","St. Charles","IL","1766703","=""1766703""","29","2019-2023","2020","Census","United States"
"City","St. David","IL","1766768","=""1766768""","N/A","2019-2023","2020","Census","United States"
"City","St. Elmo","IL","1766794","=""1766794""","N/A","2019-2023","2020","Census","United States"
"City","Ste. Marie","IL","1766800","=""1766800""","N/A","2019-2023","2020","Census","United States"
"City","St. Francisville","IL","1766833","=""1766833""","N/A","2019-2023","2020","Census","United States"
"City","St. Jacob","IL","1766859","=""1766859""","27","2019-2023","2020","Census","United States"
"City","St. Johns","IL","1766924","=""1766924""","N/A","2019-2023","2020","Census","United States"
"City","St. Joseph","IL","1766950","=""1766950""","24","2019-2023","2020","Census","United States"
"City","St. Libory","IL","1766989","=""1766989""","N/A","2019-2023","2020","Census","United States"
"City","St. Peter","IL","1767132","=""1767132""","N/A","2019-2023","2020","Census","United States"
"City","St. Rose","IL","1767158","=""1767158""","25","2019-2023","2020","Census","United States"
"City","Salem","IL","1767236","=""1767236""","N/A","2019-2023","2020","Census","United States"
"City","Sammons Point","IL","1767372","=""1767372""","N/A","2019-2023","2020","Census","United States"
"City","Sandoval","IL","1767444","=""1767444""","N/A","2019-2023","2020","Census","United States"
"City","Sandwich","IL","1767548","=""1767548""","28","2019-2023","2020","Census","United States"
"City","San Jose","IL","1767613","=""1767613""","N/A","2019-2023","2020","Census","United States"
"City","Sauget","IL","1767756","=""1767756""","N/A","2019-2023","2020","Census","United States"
"City","Sauk Village","IL","1767769","=""1767769""","38","2019-2023","2020","Census","United States"
"City","Saunemin","IL","1767795","=""1767795""","N/A","2019-2023","2020","Census","United States"
"City","Savanna","IL","1767821","=""1767821""","14","2019-2023","2020","Census","United States"
"City","Savoy","IL","1767860","=""1767860""","17","2019-2023","2020","Census","United States"
"City","Sawyerville","IL","1767873","=""1767873""","N/A","2019-2023","2020","Census","United States"
"City","Saybrook","IL","1767912","=""1767912""","N/A","2019-2023","2020","Census","United States"
"City","Scales Mound","IL","1767925","=""1767925""","39","2019-2023","2020","Census","United States"
"City","Schaumburg","IL","1768003","=""1768003""","28","2019-2023","2020","Census","United States"
"City","Schiller Park","IL","1768081","=""1768081""","26","2019-2023","2020","Census","United States"
"City","Schram City","IL","1768120","=""1768120""","N/A","2019-2023","2020","Census","United States"
"City","Sciota","IL","1768198","=""1768198""","N/A","2019-2023","2020","Census","United States"
"City","Scott AFB","IL","1768328","=""1768328""","N/A","2019-2023","2020","Census","United States"
"City","Scottville","IL","1768406","=""1768406""","N/A","2019-2023","2020","Census","United States"
"City","Seaton","IL","1768458","=""1768458""","N/A","2019-2023","2020","Census","United States"
"City","Seatonville","IL","1768471","=""1768471""","N/A","2019-2023","2020","Census","United States"
"City","Secor","IL","1768510","=""1768510""","28","2019-2023","2020","Census","United States"
"City","Seneca","IL","1768640","=""1768640""","30","2019-2023","2020","Census","United States"
"City","Serena","IL","1768679","=""1768679""","N/A","2019-2023","2020","Census","United States"
"City","Sesser","IL","1768705","=""1768705""","N/A","2019-2023","2020","Census","United States"
"City","Seymour","IL","1768809","=""1768809""","N/A","2019-2023","2020","Census","United States"
"City","Shabbona","IL","1768822","=""1768822""","29","2019-2023","2020","Census","United States"
"City","Shannon","IL","1768991","=""1768991""","26","2019-2023","2020","Census","United States"
"City","Shawneetown","IL","1769082","=""1769082""","23","2019-2023","2020","Census","United States"
"City","Sheffield","IL","1769147","=""1769147""","23","2019-2023","2020","Census","United States"
"City","Shelbyville","IL","1769186","=""1769186""","N/A","2019-2023","2020","Census","United States"
"City","Sheldon","IL","1769212","=""1769212""","N/A","2019-2023","2020","Census","United States"
"City","Sheridan","IL","1769277","=""1769277""","N/A","2019-2023","2020","Census","United States"
"City","Sherman","IL","1769342","=""1769342""","N/A","2019-2023","2020","Census","United States"
"City","Sherrard","IL","1769368","=""1769368""","N/A","2019-2023","2020","Census","United States"
"City","Shiloh","IL","1769524","=""1769524""","25","2019-2023","2020","Census","United States"
"City","Shipman","IL","1769563","=""1769563""","33","2019-2023","2020","Census","United States"
"City","Shirley","IL","1769628","=""1769628""","N/A","2019-2023","2020","Census","United States"
"City","Shorewood","IL","1769758","=""1769758""","33","2019-2023","2020","Census","United States"
"City","Shumway","IL","1769797","=""1769797""","N/A","2019-2023","2020","Census","United States"
"City","Sibley","IL","1769810","=""1769810""","N/A","2019-2023","2020","Census","United States"
"City","Sidell","IL","1769836","=""1769836""","N/A","2019-2023","2020","Census","United States"
"City","Sidney","IL","1769875","=""1769875""","N/A","2019-2023","2020","Census","United States"
"City","Sigel","IL","1769914","=""1769914""","N/A","2019-2023","2020","Census","United States"
"City","Silvis","IL","1769979","=""1769979""","N/A","2019-2023","2020","Census","United States"
"City","Simpson","IL","1770005","=""1770005""","N/A","2019-2023","2020","Census","United States"
"City","Sims","IL","1770031","=""1770031""","N/A","2019-2023","2020","Census","United States"
"City","Skokie","IL","1770122","=""1770122""","27","2019-2023","2020","Census","United States"
"City","Sleepy Hollow","IL","1770161","=""1770161""","31","2019-2023","2020","Census","United States"
"City","Smithboro","IL","1770213","=""1770213""","N/A","2019-2023","2020","Census","United States"
"City","Smithfield","IL","1770226","=""1770226""","N/A","2019-2023","2020","Census","United States"
"City","Smithton","IL","1770252","=""1770252""","36","2019-2023","2020","Census","United States"
"City","Smithville","IL","1770278","=""1770278""","N/A","2019-2023","2020","Census","United States"
"City","Solon Mills","IL","1770356","=""1770356""","N/A","2019-2023","2020","Census","United States"
"City","Somonauk","IL","1770460","=""1770460""","28","2019-2023","2020","Census","United States"
"City","Sorento","IL","1770525","=""1770525""","N/A","2019-2023","2020","Census","United States"
"City","South Barrington","IL","1770564","=""1770564""","32","2019-2023","2020","Census","United States"
"City","South Beloit","IL","1770590","=""1770590""","26","2019-2023","2020","Census","United States"
"City","South Chicago Heights","IL","1770629","=""1770629""","27","2019-2023","2020","Census","United States"
"City","South Elgin","IL","1770720","=""1770720""","29","2019-2023","2020","Census","United States"
"City","Southern View","IL","1770759","=""1770759""","N/A","2019-2023","2020","Census","United States"
"City","South Holland","IL","1770850","=""1770850""","36","2019-2023","2020","Census","United States"
"City","South Jacksonville","IL","1770889","=""1770889""","N/A","2019-2023","2020","Census","United States"
"City","South Pekin","IL","1771175","=""1771175""","26","2019-2023","2020","Census","United States"
"City","South Roxana","IL","1771240","=""1771240""","29","2019-2023","2020","Census","United States"
"City","South Wilmington","IL","1771370","=""1771370""","32","2019-2023","2020","Census","United States"
"City","Sparland","IL","1771422","=""1771422""","24","2019-2023","2020","Census","United States"
"City","Sparta","IL","1771448","=""1771448""","21","2019-2023","2020","Census","United States"
"City","Spaulding","IL","1771474","=""1771474""","N/A","2019-2023","2020","Census","United States"
"City","Spillertown","IL","1771526","=""1771526""","N/A","2019-2023","2020","Census","United States"
"City","Spring Bay","IL","1771604","=""1771604""","N/A","2019-2023","2020","Census","United States"
"City","Springerton","IL","1771643","=""1771643""","N/A","2019-2023","2020","Census","United States"
"City","Springfield","IL","1772000","=""1772000""","18","2019-2023","2020","Census","United States"
"City","Spring Grove","IL","1772052","=""1772052""","33","2019-2023","2020","Census","United States"
"City","Spring Valley","IL","1772156","=""1772156""","N/A","2019-2023","2020","Census","United States"
"City","Standard","IL","1772221","=""1772221""","N/A","2019-2023","2020","Census","United States"
"City","Standard City","IL","1772234","=""1772234""","N/A","2019-2023","2020","Census","United States"
"City","Stanford","IL","1772260","=""1772260""","N/A","2019-2023","2020","Census","United States"
"City","Staunton","IL","1772403","=""1772403""","26","2019-2023","2020","Census","United States"
"City","Steeleville","IL","1772468","=""1772468""","20","2019-2023","2020","Census","United States"
"City","Steger","IL","1772520","=""1772520""","32","2019-2023","2020","Census","United States"
"City","Sterling","IL","1772546","=""1772546""","18","2019-2023","2020","Census","United States"
"City","Steward","IL","1772624","=""1772624""","N/A","2019-2023","2020","Census","United States"
"City","Stewardson","IL","1772650","=""1772650""","N/A","2019-2023","2020","Census","United States"
"City","Stickney","IL","1772676","=""1772676""","28","2019-2023","2020","Census","United States"
"City","Stillman Valley","IL","1772702","=""1772702""","N/A","2019-2023","2020","Census","United States"
"City","Stockton","IL","1772780","=""1772780""","20","2019-2023","2020","Census","United States"
"City","Stonefort","IL","1772884","=""1772884""","N/A","2019-2023","2020","Census","United States"
"City","Stone Park","IL","1772923","=""1772923""","N/A","2019-2023","2020","Census","United States"
"City","Stonington","IL","1772949","=""1772949""","21","2019-2023","2020","Census","United States"
"City","Stoy","IL","1773027","=""1773027""","N/A","2019-2023","2020","Census","United States"
"City","Strasburg","IL","1773040","=""1773040""","N/A","2019-2023","2020","Census","United States"
"City","Strawn","IL","1773131","=""1773131""","N/A","2019-2023","2020","Census","United States"
"City","Streamwood","IL","1773157","=""1773157""","29","2019-2023","2020","Census","United States"
"City","Streator","IL","1773170","=""1773170""","28","2019-2023","2020","Census","United States"
"City","Stronghurst","IL","1773261","=""1773261""","N/A","2019-2023","2020","Census","United States"
"City","Sublette","IL","1773287","=""1773287""","27","2019-2023","2020","Census","United States"
"City","Sugar Grove","IL","1773391","=""1773391""","31","2019-2023","2020","Census","United States"
"City","Sullivan","IL","1773495","=""1773495""","17","2019-2023","2020","Census","United States"
"City","Summerfield","IL","1773547","=""1773547""","N/A","2019-2023","2020","Census","United States"
"City","Summit","IL","1773638","=""1773638""","31","2019-2023","2020","Census","United States"
"City","Sumner","IL","1773703","=""1773703""","23","2019-2023","2020","Census","United States"
"City","Sunnyland","IL","1773872","=""1773872""","N/A","2019-2023","2020","Census","United States"
"City","Sun River Terrace","IL","1773943","=""1773943""","N/A","2019-2023","2020","Census","United States"
"City","Swansea","IL","1774119","=""1774119""","26","2019-2023","2020","Census","United States"
"City","Swedona","IL","1774145","=""1774145""","N/A","2019-2023","2020","Census","United States"
"City","Sycamore","IL","1774223","=""1774223""","26","2019-2023","2020","Census","United States"
"City","Symerton","IL","1774275","=""1774275""","N/A","2019-2023","2020","Census","United States"
"City","Table Grove","IL","1774301","=""1774301""","25","2019-2023","2020","Census","United States"
"City","Tallula","IL","1774379","=""1774379""","N/A","2019-2023","2020","Census","United States"
"City","Tamaroa","IL","1774444","=""1774444""","N/A","2019-2023","2020","Census","United States"
"City","Tamms","IL","1774457","=""1774457""","N/A","2019-2023","2020","Census","United States"
"City","Tampico","IL","1774470","=""1774470""","28","2019-2023","2020","Census","United States"
"City","Taylor Ridge","IL","1774548","=""1774548""","N/A","2019-2023","2020","Census","United States"
"City","Taylor Springs","IL","1774561","=""1774561""","N/A","2019-2023","2020","Census","United States"
"City","Taylorville","IL","1774574","=""1774574""","19","2019-2023","2020","Census","United States"
"City","Tennessee","IL","1774665","=""1774665""","N/A","2019-2023","2020","Census","United States"
"City","Teutopolis","IL","1774743","=""1774743""","N/A","2019-2023","2020","Census","United States"
"City","Thawville","IL","1774847","=""1774847""","N/A","2019-2023","2020","Census","United States"
"City","Thayer","IL","1774860","=""1774860""","30","2019-2023","2020","Census","United States"
"City","Thebes","IL","1774873","=""1774873""","N/A","2019-2023","2020","Census","United States"
"City","The Galena Territory","IL","1774970","=""1774970""","N/A","2019-2023","2020","Census","United States"
"City","Third Lake","IL","1775081","=""1775081""","30","2019-2023","2020","Census","United States"
"City","Thomasboro","IL","1775107","=""1775107""","N/A","2019-2023","2020","Census","United States"
"City","Thompsonville","IL","1775159","=""1775159""","N/A","2019-2023","2020","Census","United States"
"City","Thomson","IL","1775172","=""1775172""","N/A","2019-2023","2020","Census","United States"
"City","Thornton","IL","1775185","=""1775185""","26","2019-2023","2020","Census","United States"
"City","Tilden","IL","1775263","=""1775263""","N/A","2019-2023","2020","Census","United States"
"City","Tilton","IL","1775276","=""1775276""","N/A","2019-2023","2020","Census","United States"
"City","Timberlane","IL","1775360","=""1775360""","33","2019-2023","2020","Census","United States"
"City","Time","IL","1775419","=""1775419""","N/A","2019-2023","2020","Census","United States"
"City","Tinley Park","IL","1775484","=""1775484""","35","2019-2023","2020","Census","United States"
"City","Tiskilwa","IL","1775549","=""1775549""","N/A","2019-2023","2020","Census","United States"
"City","Toledo","IL","1775601","=""1775601""","23","2019-2023","2020","Census","United States"
"City","Tolono","IL","1775614","=""1775614""","N/A","2019-2023","2020","Census","United States"
"City","Toluca","IL","1775653","=""1775653""","25","2019-2023","2020","Census","United States"
"City","Tonica","IL","1775718","=""1775718""","N/A","2019-2023","2020","Census","United States"
"City","Topeka","IL","1775757","=""1775757""","N/A","2019-2023","2020","Census","United States"
"City","Toulon","IL","1775783","=""1775783""","29","2019-2023","2020","Census","United States"
"City","Tovey","IL","1775809","=""1775809""","N/A","2019-2023","2020","Census","United States"
"City","Towanda","IL","1775822","=""1775822""","N/A","2019-2023","2020","Census","United States"
"City","Tower Hill","IL","1775848","=""1775848""","N/A","2019-2023","2020","Census","United States"
"City","Tower Lakes","IL","1775874","=""1775874""","38","2019-2023","2020","Census","United States"
"City","Tremont","IL","1775965","=""1775965""","20","2019-2023","2020","Census","United States"
"City","Trenton","IL","1775991","=""1775991""","25","2019-2023","2020","Census","United States"
"City","Trilla","IL","1776017","=""1776017""","N/A","2019-2023","2020","Census","United States"
"City","Triumph","IL","1776082","=""1776082""","N/A","2019-2023","2020","Census","United States"
"City","Trivoli","IL","1776108","=""1776108""","N/A","2019-2023","2020","Census","United States"
"City","Trout Valley","IL","1776160","=""1776160""","37","2019-2023","2020","Census","United States"
"City","Troy","IL","1776199","=""1776199""","25","2019-2023","2020","Census","United States"
"City","Troy Grove","IL","1776225","=""1776225""","N/A","2019-2023","2020","Census","United States"
"City","Tuscola","IL","1776407","=""1776407""","19","2019-2023","2020","Census","United States"
"City","Twin Grove","IL","1776511","=""1776511""","N/A","2019-2023","2020","Census","United States"
"City","Ullin","IL","1776615","=""1776615""","N/A","2019-2023","2020","Census","United States"
"City","Union","IL","1776706","=""1776706""","31","2019-2023","2020","Census","United States"
"City","Union Hill","IL","1776771","=""1776771""","N/A","2019-2023","2020","Census","United States"
"City","Unity","IL","1776875","=""1776875""","N/A","2019-2023","2020","Census","United States"
"City","University Park","IL","1776935","=""1776935""","35","2019-2023","2020","Census","United States"
"City","Urbana","IL","1777005","=""1777005""","14","2019-2023","2020","Census","United States"
"City","Ursa","IL","1777044","=""1777044""","N/A","2019-2023","2020","Census","United States"
"City","Valier","IL","1777148","=""1777148""","N/A","2019-2023","2020","Census","United States"
"City","Valley City","IL","1777187","=""1777187""","N/A","2019-2023","2020","Census","United States"
"City","Valmeyer","IL","1777265","=""1777265""","29","2019-2023","2020","Census","United States"
"City","Vandalia","IL","1777317","=""1777317""","19","2019-2023","2020","Census","United States"
"City","Varna","IL","1777395","=""1777395""","28","2019-2023","2020","Census","United States"
"City","Venedy","IL","1777408","=""1777408""","N/A","2019-2023","2020","Census","United States"
"City","Venetian Village","IL","1777460","=""1777460""","33","2019-2023","2020","Census","United States"
"City","Venice","IL","1777473","=""1777473""","N/A","2019-2023","2020","Census","United States"
"City","Vergennes","IL","1777525","=""1777525""","N/A","2019-2023","2020","Census","United States"
"City","Vermilion","IL","1777551","=""1777551""","N/A","2019-2023","2020","Census","United States"
"City","Vermont","IL","1777642","=""1777642""","N/A","2019-2023","2020","Census","United States"
"City","Vernon","IL","1777681","=""1777681""","N/A","2019-2023","2020","Census","United States"
"City","Vernon Hills","IL","1777694","=""1777694""","27","2019-2023","2020","Census","United States"
"City","Verona","IL","1777707","=""1777707""","N/A","2019-2023","2020","Census","United States"
"City","Versailles","IL","1777720","=""1777720""","N/A","2019-2023","2020","Census","United States"
"City","Victoria","IL","1777811","=""1777811""","N/A","2019-2023","2020","Census","United States"
"City","Vienna","IL","1777863","=""1777863""","N/A","2019-2023","2020","Census","United States"
"City","Villa Grove","IL","1777941","=""1777941""","31","2019-2023","2020","Census","United States"
"City","Villa Park","IL","1777993","=""1777993""","26","2019-2023","2020","Census","United States"
"City","Viola","IL","1778123","=""1778123""","N/A","2019-2023","2020","Census","United States"
"City","Virden","IL","1778149","=""1778149""","N/A","2019-2023","2020","Census","United States"
"City","Virgil","IL","1778175","=""1778175""","32","2019-2023","2020","Census","United States"
"City","Virginia","IL","1778201","=""1778201""","21","2019-2023","2020","Census","United States"
"City","Volo","IL","1778227","=""1778227""","32","2019-2023","2020","Census","United States"
"City","Wadsworth","IL","1778370","=""1778370""","29","2019-2023","2020","Census","United States"
"City","Waggoner","IL","1778383","=""1778383""","N/A","2019-2023","2020","Census","United States"
"City","Walnut","IL","1778526","=""1778526""","23","2019-2023","2020","Census","United States"
"City","Walnut Hill","IL","1778604","=""1778604""","N/A","2019-2023","2020","Census","United States"
"City","Walshville","IL","1778656","=""1778656""","N/A","2019-2023","2020","Census","United States"
"City","Waltonville","IL","1778708","=""1778708""","N/A","2019-2023","2020","Census","United States"
"City","Wamac","IL","1778721","=""1778721""","25","2019-2023","2020","Census","United States"
"City","Wapella","IL","1778773","=""1778773""","22","2019-2023","2020","Census","United States"
"City","Warren","IL","1778851","=""1778851""","27","2019-2023","2020","Census","United States"
"City","Warrensburg","IL","1778916","=""1778916""","N/A","2019-2023","2020","Census","United States"
"City","Warrenville","IL","1778929","=""1778929""","26","2019-2023","2020","Census","United States"
"City","Warsaw","IL","1778942","=""1778942""","26","2019-2023","2020","Census","United States"
"City","Washburn","IL","1779007","=""1779007""","39","2019-2023","2020","Census","United States"
"City","Washington","IL","1779033","=""1779033""","20","2019-2023","2020","Census","United States"
"City","Washington Park","IL","1779085","=""1779085""","N/A","2019-2023","2020","Census","United States"
"City","Wataga","IL","1779124","=""1779124""","22","2019-2023","2020","Census","United States"
"City","Waterloo","IL","1779150","=""1779150""","27","2019-2023","2020","Census","United States"
"City","Waterman","IL","1779163","=""1779163""","38","2019-2023","2020","Census","United States"
"City","Watseka","IL","1779228","=""1779228""","17","2019-2023","2020","Census","United States"
"City","Watson","IL","1779241","=""1779241""","N/A","2019-2023","2020","Census","United States"
"City","Wauconda","IL","1779267","=""1779267""","30","2019-2023","2020","Census","United States"
"City","Waukegan","IL","1779293","=""1779293""","26","2019-2023","2020","Census","United States"
"City","Waverly","IL","1779358","=""1779358""","N/A","2019-2023","2020","Census","United States"
"City","Wayne","IL","1779397","=""1779397""","24","2019-2023","2020","Census","United States"
"City","Wayne City","IL","1779436","=""1779436""","N/A","2019-2023","2020","Census","United States"
"City","Waynesville","IL","1779449","=""1779449""","N/A","2019-2023","2020","Census","United States"
"City","Wedron","IL","1779618","=""1779618""","N/A","2019-2023","2020","Census","United States"
"City","Weldon","IL","1779683","=""1779683""","N/A","2019-2023","2020","Census","United States"
"City","Wellington","IL","1779735","=""1779735""","N/A","2019-2023","2020","Census","United States"
"City","Wenona","IL","1779813","=""1779813""","26","2019-2023","2020","Census","United States"
"City","Wenonah","IL","1779826","=""1779826""","N/A","2019-2023","2020","Census","United States"
"City","West Brooklyn","IL","1780008","=""1780008""","N/A","2019-2023","2020","Census","United States"
"City","Westchester","IL","1780047","=""1780047""","27","2019-2023","2020","Census","United States"
"City","West Chicago","IL","1780060","=""1780060""","27","2019-2023","2020","Census","United States"
"City","West City","IL","1780073","=""1780073""","N/A","2019-2023","2020","Census","United States"
"City","West Dundee","IL","1780125","=""1780125""","26","2019-2023","2020","Census","United States"
"City","Western Springs","IL","1780242","=""1780242""","30","2019-2023","2020","Census","United States"
"City","Westervelt","IL","1780255","=""1780255""","N/A","2019-2023","2020","Census","United States"
"City","Westfield","IL","1780281","=""1780281""","N/A","2019-2023","2020","Census","United States"
"City","West Frankfort","IL","1780333","=""1780333""","23","2019-2023","2020","Census","United States"
"City","Westlake Village","IL","1780570","=""1780570""","N/A","2019-2023","2020","Census","United States"
"City","West Liberty","IL","1780580","=""1780580""","N/A","2019-2023","2020","Census","United States"
"City","Westmont","IL","1780645","=""1780645""","25","2019-2023","2020","Census","United States"
"City","West Peoria","IL","1780736","=""1780736""","N/A","2019-2023","2020","Census","United States"
"City","West Point","IL","1780762","=""1780762""","N/A","2019-2023","2020","Census","United States"
"City","West Salem","IL","1780853","=""1780853""","N/A","2019-2023","2020","Census","United States"
"City","West Union","IL","1780879","=""1780879""","N/A","2019-2023","2020","Census","United States"
"City","Westville","IL","1780931","=""1780931""","N/A","2019-2023","2020","Census","United States"
"City","West York","IL","1780957","=""1780957""","N/A","2019-2023","2020","Census","United States"
"City","Wheaton","IL","1781048","=""1781048""","26","2019-2023","2020","Census","United States"
"City","Wheeler","IL","1781074","=""1781074""","N/A","2019-2023","2020","Census","United States"
"City","Wheeling","IL","1781087","=""1781087""","27","2019-2023","2020","Census","United States"
"City","Whiteash","IL","1781165","=""1781165""","N/A","2019-2023","2020","Census","United States"
"City","White City","IL","1781191","=""1781191""","N/A","2019-2023","2020","Census","United States"
"City","White Hall","IL","1781256","=""1781256""","24","2019-2023","2020","Census","United States"
