"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Population with At Least Bachelor's Degree","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Treynor","IA","1978825","=""1978825""","43.66","2019-2023","2020","Census","United States"
"City","Tripoli","IA","1978915","=""1978915""","22.75","2019-2023","2020","Census","United States"
"City","Truesdale","IA","1979095","=""1979095""","0.00","2019-2023","2020","Census","United States"
"City","Truro","IA","1979140","=""1979140""","19.50","2019-2023","2020","Census","United States"
"City","Turin","IA","1979185","=""1979185""","6.41","2019-2023","2020","Census","United States"
"City","Twin Lakes","IA","1979335","=""1979335""","52.48","2019-2023","2020","Census","United States"
"City","Udell","IA","1979410","=""1979410""","7.69","2019-2023","2020","Census","United States"
"City","Underwood","IA","1979500","=""1979500""","32.57","2019-2023","2020","Census","United States"
"City","Union","IA","1979545","=""1979545""","15.84","2019-2023","2020","Census","United States"
"City","Unionville","IA","1979680","=""1979680""","8.22","2019-2023","2020","Census","United States"
"City","University Heights","IA","1979770","=""1979770""","89.18","2019-2023","2020","Census","United States"
"City","University Park","IA","1979815","=""1979815""","19.27","2019-2023","2020","Census","United States"
"City","Urbana","IA","1979905","=""1979905""","28.81","2019-2023","2020","Census","United States"
"City","Urbandale","IA","1979950","=""1979950""","51.44","2019-2023","2020","Census","United States"
"City","Ute","IA","1979995","=""1979995""","10.42","2019-2023","2020","Census","United States"
"City","Vail","IA","1980130","=""1980130""","15.85","2019-2023","2020","Census","United States"
"City","Valeria","IA","1980175","=""1980175""","4.00","2019-2023","2020","Census","United States"
"City","Van Horne","IA","1980400","=""1980400""","22.59","2019-2023","2020","Census","United States"
"City","Van Meter","IA","1980445","=""1980445""","42.44","2019-2023","2020","Census","United States"
"City","Van Wert","IA","1980490","=""1980490""","7.14","2019-2023","2020","Census","United States"
"City","Varina","IA","1980535","=""1980535""","22.22","2019-2023","2020","Census","United States"
"City","Ventura","IA","1980580","=""1980580""","38.38","2019-2023","2020","Census","United States"
"City","Victor","IA","1980805","=""1980805""","22.55","2019-2023","2020","Census","United States"
"City","Villisca","IA","1980985","=""1980985""","14.46","2019-2023","2020","Census","United States"
"City","Vincent","IA","1981075","=""1981075""","25.26","2019-2023","2020","Census","United States"
"City","Vining","IA","1981120","=""1981120""","13.64","2019-2023","2020","Census","United States"
"City","Vinton","IA","1981210","=""1981210""","28.24","2019-2023","2020","Census","United States"
"City","Volga","IA","1981345","=""1981345""","12.04","2019-2023","2020","Census","United States"
"City","Wadena","IA","1981570","=""1981570""","14.91","2019-2023","2020","Census","United States"
"City","Wahpeton","IA","1981615","=""1981615""","57.70","2019-2023","2020","Census","United States"
"City","Walcott","IA","1981705","=""1981705""","19.81","2019-2023","2020","Census","United States"
"City","Walford","IA","1981840","=""1981840""","33.85","2019-2023","2020","Census","United States"
"City","Walker","IA","1981885","=""1981885""","16.16","2019-2023","2020","Census","United States"
"City","Wallingford","IA","1981975","=""1981975""","12.30","2019-2023","2020","Census","United States"
"City","Wall Lake","IA","1982020","=""1982020""","16.81","2019-2023","2020","Census","United States"
"City","Walnut","IA","1982065","=""1982065""","15.78","2019-2023","2020","Census","United States"
"City","Wapello","IA","1982200","=""1982200""","17.75","2019-2023","2020","Census","United States"
"City","Washburn","IA","1982290","=""1982290""","26.75","2019-2023","2020","Census","United States"
"City","Washington","IA","1982335","=""1982335""","21.45","2019-2023","2020","Census","United States"
"City","Washta","IA","1982380","=""1982380""","11.89","2019-2023","2020","Census","United States"
"City","Waterloo","IA","1982425","=""1982425""","22.60","2019-2023","2020","Census","United States"
"City","Waterville","IA","1982470","=""1982470""","5.21","2019-2023","2020","Census","United States"
"City","Watkins","IA","1982515","=""1982515""","57.14","2019-2023","2020","Census","United States"
"City","Waucoma","IA","1982650","=""1982650""","5.03","2019-2023","2020","Census","United States"
"City","Waukee","IA","1982695","=""1982695""","56.74","2019-2023","2020","Census","United States"
"City","Waukon","IA","1982740","=""1982740""","21.03","2019-2023","2020","Census","United States"
"City","Waverly","IA","1982875","=""1982875""","43.87","2019-2023","2020","Census","United States"
"City","Wayland","IA","1982965","=""1982965""","24.05","2019-2023","2020","Census","United States"
"City","Webb","IA","1983010","=""1983010""","15.56","2019-2023","2020","Census","United States"
"City","Webster","IA","1983055","=""1983055""","6.58","2019-2023","2020","Census","United States"
"City","Webster City","IA","1983145","=""1983145""","21.72","2019-2023","2020","Census","United States"
"City","Weldon","IA","1983190","=""1983190""","10.34","2019-2023","2020","Census","United States"
"City","Wellman","IA","1983280","=""1983280""","21.52","2019-2023","2020","Census","United States"
"City","Wellsburg","IA","1983325","=""1983325""","17.15","2019-2023","2020","Census","United States"
"City","Welton","IA","1983370","=""1983370""","7.78","2019-2023","2020","Census","United States"
"City","Wesley","IA","1983415","=""1983415""","12.36","2019-2023","2020","Census","United States"
"City","West Amana","IA","1983505","=""1983505""","15.56","2019-2023","2020","Census","United States"
"City","West Bend","IA","1983550","=""1983550""","24.55","2019-2023","2020","Census","United States"
"City","West Branch","IA","1983595","=""1983595""","28.65","2019-2023","2020","Census","United States"
"City","West Burlington","IA","1983685","=""1983685""","21.93","2019-2023","2020","Census","United States"
"City","West Chester","IA","1983775","=""1983775""","14.74","2019-2023","2020","Census","United States"
"City","West Des Moines","IA","1983910","=""1983910""","54.59","2019-2023","2020","Census","United States"
"City","Westfield","IA","1984090","=""1984090""","3.67","2019-2023","2020","Census","United States"
"City","Westgate","IA","1984180","=""1984180""","7.38","2019-2023","2020","Census","United States"
"City","West Liberty","IA","1984315","=""1984315""","15.32","2019-2023","2020","Census","United States"
"City","West Okoboji","IA","1984450","=""1984450""","48.10","2019-2023","2020","Census","United States"
"City","Weston","IA","1984495","=""1984495""","73.53","2019-2023","2020","Census","United States"
"City","Westphalia","IA","1984540","=""1984540""","8.87","2019-2023","2020","Census","United States"
"City","West Point","IA","1984585","=""1984585""","24.61","2019-2023","2020","Census","United States"
"City","Westside","IA","1984630","=""1984630""","23.14","2019-2023","2020","Census","United States"
"City","West Union","IA","1984765","=""1984765""","24.86","2019-2023","2020","Census","United States"
"City","Westwood","IA","1984835","=""1984835""","43.53","2019-2023","2020","Census","United States"
"City","Wever","IA","1984855","=""1984855""","16.54","2019-2023","2020","Census","United States"
"City","What Cheer","IA","1984900","=""1984900""","8.12","2019-2023","2020","Census","United States"
"City","Wheatland","IA","1984945","=""1984945""","15.69","2019-2023","2020","Census","United States"
"City","Whiting","IA","1985215","=""1985215""","24.53","2019-2023","2020","Census","United States"
"City","Whittemore","IA","1985260","=""1985260""","20.24","2019-2023","2020","Census","United States"
"City","Whitten","IA","1985305","=""1985305""","5.43","2019-2023","2020","Census","United States"
"City","Willey","IA","1985710","=""1985710""","21.54","2019-2023","2020","Census","United States"
"City","Williams","IA","1985800","=""1985800""","13.60","2019-2023","2020","Census","United States"
"City","Williamsburg","IA","1985845","=""1985845""","37.80","2019-2023","2020","Census","United States"
"City","Williamson","IA","1985935","=""1985935""","0.00","2019-2023","2020","Census","United States"
"City","Wilton","IA","1986070","=""1986070""","33.32","2019-2023","2020","Census","United States"
"City","Windsor Heights","IA","1986250","=""1986250""","44.28","2019-2023","2020","Census","United States"
"City","Winfield","IA","1986385","=""1986385""","17.80","2019-2023","2020","Census","United States"
"City","Winterset","IA","1986520","=""1986520""","21.23","2019-2023","2020","Census","United States"
"City","Winthrop","IA","1986565","=""1986565""","20.97","2019-2023","2020","Census","United States"
"City","Wiota","IA","1986610","=""1986610""","8.75","2019-2023","2020","Census","United States"
"City","Woden","IA","1986700","=""1986700""","19.70","2019-2023","2020","Census","United States"
"City","Woodbine","IA","1986835","=""1986835""","17.30","2019-2023","2020","Census","United States"
"City","Woodburn","IA","1986880","=""1986880""","10.20","2019-2023","2020","Census","United States"
"City","Woodward","IA","1986970","=""1986970""","21.22","2019-2023","2020","Census","United States"
"City","Woolstock","IA","1987015","=""1987015""","11.54","2019-2023","2020","Census","United States"
"City","Worthington","IA","1987060","=""1987060""","10.75","2019-2023","2020","Census","United States"
"City","Wyoming","IA","1987240","=""1987240""","18.50","2019-2023","2020","Census","United States"
"City","Yale","IA","1987285","=""1987285""","14.15","2019-2023","2020","Census","United States"
"City","Yarmouth","IA","1987330","=""1987330""","0.00","2019-2023","2020","Census","United States"
"City","Yetter","IA","1987375","=""1987375""","7.69","2019-2023","2020","Census","United States"
"City","Yorktown","IA","1987420","=""1987420""","23.53","2019-2023","2020","Census","United States"
"City","Zearing","IA","1987555","=""1987555""","32.28","2019-2023","2020","Census","United States"
"City","Zwingle","IA","1987690","=""1987690""","2.27","2019-2023","2020","Census","United States"
"City","Abbyville","KS","2000100","=""2000100""","5.56","2019-2023","2020","Census","United States"
"City","Abilene","KS","2000125","=""2000125""","20.68","2019-2023","2020","Census","United States"
"City","Ada","KS","2000225","=""2000225""","4.44","2019-2023","2020","Census","United States"
"City","Admire","KS","2000325","=""2000325""","16.15","2019-2023","2020","Census","United States"
"City","Agenda","KS","2000475","=""2000475""","6.78","2019-2023","2020","Census","United States"
"City","Agra","KS","2000550","=""2000550""","18.18","2019-2023","2020","Census","United States"
"City","Albert","KS","2000825","=""2000825""","16.67","2019-2023","2020","Census","United States"
"City","Alden","KS","2000950","=""2000950""","37.93","2019-2023","2020","Census","United States"
"City","Alexander","KS","2001050","=""2001050""","6.90","2019-2023","2020","Census","United States"
"City","Allen","KS","2001275","=""2001275""","13.21","2019-2023","2020","Census","United States"
"City","Alma","KS","2001350","=""2001350""","26.27","2019-2023","2020","Census","United States"
"City","Almena","KS","2001425","=""2001425""","15.73","2019-2023","2020","Census","United States"
"City","Altamont","KS","2001550","=""2001550""","29.22","2019-2023","2020","Census","United States"
"City","Alta Vista","KS","2001575","=""2001575""","9.32","2019-2023","2020","Census","United States"
"City","Alton","KS","2001600","=""2001600""","3.75","2019-2023","2020","Census","United States"
"City","Altoona","KS","2001625","=""2001625""","9.45","2019-2023","2020","Census","United States"
"City","Americus","KS","2001675","=""2001675""","27.74","2019-2023","2020","Census","United States"
"City","Ames","KS","2001725","=""2001725""","N/A","2019-2023","2020","Census","United States"
"City","Andale","KS","2001775","=""2001775""","38.00","2019-2023","2020","Census","United States"
"City","Andover","KS","2001800","=""2001800""","52.13","2019-2023","2020","Census","United States"
"City","Anthony","KS","2001975","=""2001975""","19.82","2019-2023","2020","Census","United States"
"City","Arcadia","KS","2002175","=""2002175""","10.47","2019-2023","2020","Census","United States"
"City","Argonia","KS","2002250","=""2002250""","18.69","2019-2023","2020","Census","United States"
"City","Arkansas City","KS","2002300","=""2002300""","19.85","2019-2023","2020","Census","United States"
"City","Arlington","KS","2002325","=""2002325""","16.47","2019-2023","2020","Census","United States"
"City","Arma","KS","2002375","=""2002375""","19.28","2019-2023","2020","Census","United States"
"City","Asherville","KS","2002600","=""2002600""","N/A","2019-2023","2020","Census","United States"
"City","Ashland","KS","2002675","=""2002675""","27.66","2019-2023","2020","Census","United States"
"City","Assaria","KS","2002850","=""2002850""","34.75","2019-2023","2020","Census","United States"
"City","Atchison","KS","2002900","=""2002900""","28.39","2019-2023","2020","Census","United States"
"City","Athol","KS","2003025","=""2003025""","2.44","2019-2023","2020","Census","United States"
"City","Atlanta","KS","2003050","=""2003050""","10.28","2019-2023","2020","Census","United States"
"City","Attica","KS","2003100","=""2003100""","20.35","2019-2023","2020","Census","United States"
"City","Atwood","KS","2003150","=""2003150""","19.01","2019-2023","2020","Census","United States"
"City","Auburn","KS","2003250","=""2003250""","17.93","2019-2023","2020","Census","United States"
"City","Augusta","KS","2003300","=""2003300""","23.94","2019-2023","2020","Census","United States"
"City","Aurora","KS","2003425","=""2003425""","16.00","2019-2023","2020","Census","United States"
"City","Axtell","KS","2003600","=""2003600""","23.47","2019-2023","2020","Census","United States"
"City","Baileyville","KS","2003675","=""2003675""","15.58","2019-2023","2020","Census","United States"
"City","Bala","KS","2003800","=""2003800""","N/A","2019-2023","2020","Census","United States"
"City","Baldwin City","KS","2003900","=""2003900""","45.87","2019-2023","2020","Census","United States"
"City","Barnard","KS","2004225","=""2004225""","56.58","2019-2023","2020","Census","United States"
"City","Barnes","KS","2004250","=""2004250""","4.27","2019-2023","2020","Census","United States"
"City","Bartlett","KS","2004350","=""2004350""","0.00","2019-2023","2020","Census","United States"
"City","Basehor","KS","2004400","=""2004400""","38.48","2019-2023","2020","Census","United States"
"City","Bassett","KS","2004450","=""2004450""","0.00","2019-2023","2020","Census","United States"
"City","Bavaria","KS","2004575","=""2004575""","23.53","2019-2023","2020","Census","United States"
"City","Baxter Springs","KS","2004625","=""2004625""","18.02","2019-2023","2020","Census","United States"
"City","Bazine","KS","2004775","=""2004775""","21.33","2019-2023","2020","Census","United States"
"City","Beattie","KS","2004900","=""2004900""","15.82","2019-2023","2020","Census","United States"
"City","Beaumont","KS","2004925","=""2004925""","0.00","2019-2023","2020","Census","United States"
"City","Beaver","KS","2004950","=""2004950""","53.85","2019-2023","2020","Census","United States"
"City","Bel Aire","KS","2005337","=""2005337""","47.82","2019-2023","2020","Census","United States"
"City","Belle Plaine","KS","2005500","=""2005500""","23.32","2019-2023","2020","Census","United States"
"City","Belleville","KS","2005600","=""2005600""","22.68","2019-2023","2020","Census","United States"
"City","Beloit","KS","2005775","=""2005775""","22.96","2019-2023","2020","Census","United States"
"City","Belpre","KS","2005825","=""2005825""","0.00","2019-2023","2020","Census","United States"
"City","Belvue","KS","2005925","=""2005925""","18.27","2019-2023","2020","Census","United States"
"City","Bendena","KS","2005975","=""2005975""","40.00","2019-2023","2020","Census","United States"
"City","Benedict","KS","2006000","=""2006000""","1.75","2019-2023","2020","Census","United States"
"City","Bennington","KS","2006075","=""2006075""","23.33","2019-2023","2020","Census","United States"
"City","Bentley","KS","2006125","=""2006125""","15.24","2019-2023","2020","Census","United States"
"City","Benton","KS","2006175","=""2006175""","38.99","2019-2023","2020","Census","United States"
"City","Bern","KS","2006275","=""2006275""","30.00","2019-2023","2020","Census","United States"
"City","Beverly","KS","2006500","=""2006500""","10.20","2019-2023","2020","Census","United States"
"City","Big Bow","KS","2006575","=""2006575""","18.10","2019-2023","2020","Census","United States"
"City","Bird City","KS","2006825","=""2006825""","32.41","2019-2023","2020","Census","United States"
"City","Bison","KS","2006950","=""2006950""","18.18","2019-2023","2020","Census","United States"
"City","Blue Mound","KS","2007600","=""2007600""","5.58","2019-2023","2020","Census","United States"
"City","Blue Rapids","KS","2007650","=""2007650""","17.44","2019-2023","2020","Census","United States"
"City","Bluff City","KS","2007775","=""2007775""","0.00","2019-2023","2020","Census","United States"
"City","Bogue","KS","2007825","=""2007825""","26.14","2019-2023","2020","Census","United States"
"City","Bonner Springs","KS","2007975","=""2007975""","24.82","2019-2023","2020","Census","United States"
"City","Bremen","KS","2008300","=""2008300""","0.00","2019-2023","2020","Census","United States"
"City","Brewster","KS","2008425","=""2008425""","21.72","2019-2023","2020","Census","United States"
"City","Bridgeport","KS","2008450","=""2008450""","0.00","2019-2023","2020","Census","United States"
"City","Bronson","KS","2008475","=""2008475""","15.81","2019-2023","2020","Census","United States"
"City","Brookville","KS","2008575","=""2008575""","18.00","2019-2023","2020","Census","United States"
"City","Brownell","KS","2008675","=""2008675""","31.25","2019-2023","2020","Census","United States"
"City","Bucklin","KS","2009000","=""2009000""","18.14","2019-2023","2020","Census","United States"
"City","Bucyrus","KS","2009050","=""2009050""","50.00","2019-2023","2020","Census","United States"
"City","Buffalo","KS","2009150","=""2009150""","18.50","2019-2023","2020","Census","United States"
"City","Buhler","KS","2009200","=""2009200""","32.54","2019-2023","2020","Census","United States"
"City","Bunker Hill","KS","2009225","=""2009225""","19.67","2019-2023","2020","Census","United States"
"City","Burden","KS","2009250","=""2009250""","24.27","2019-2023","2020","Census","United States"
"City","Burdett","KS","2009275","=""2009275""","16.43","2019-2023","2020","Census","United States"
"City","Burdick","KS","2009300","=""2009300""","21.43","2019-2023","2020","Census","United States"
"City","Burlingame","KS","2009350","=""2009350""","12.84","2019-2023","2020","Census","United States"
"City","Burlington","KS","2009400","=""2009400""","23.50","2019-2023","2020","Census","United States"
"City","Burns","KS","2009450","=""2009450""","8.33","2019-2023","2020","Census","United States"
"City","Burr Oak","KS","2009525","=""2009525""","8.89","2019-2023","2020","Census","United States"
"City","Burrton","KS","2009575","=""2009575""","14.65","2019-2023","2020","Census","United States"
"City","Bushong","KS","2009675","=""2009675""","0.00","2019-2023","2020","Census","United States"
"City","Bushton","KS","2009700","=""2009700""","13.51","2019-2023","2020","Census","United States"
"City","Byers","KS","2009800","=""2009800""","0.00","2019-2023","2020","Census","United States"
"City","Caldwell","KS","2009900","=""2009900""","23.69","2019-2023","2020","Census","United States"
"City","Cambridge","KS","2010125","=""2010125""","22.41","2019-2023","2020","Census","United States"
"City","Caney","KS","2010375","=""2010375""","11.36","2019-2023","2020","Census","United States"
"City","Canton","KS","2010475","=""2010475""","9.59","2019-2023","2020","Census","United States"
"City","Carbondale","KS","2010600","=""2010600""","18.83","2019-2023","2020","Census","United States"
"City","Carlton","KS","2010675","=""2010675""","0.00","2019-2023","2020","Census","United States"
"City","Cassoday","KS","2010925","=""2010925""","21.69","2019-2023","2020","Census","United States"
"City","Catharine","KS","2011025","=""2011025""","28.83","2019-2023","2020","Census","United States"
"City","Cawker City","KS","2011175","=""2011175""","21.07","2019-2023","2020","Census","United States"
"City","Cedar","KS","2011325","=""2011325""","N/A","2019-2023","2020","Census","United States"
"City","Cedar Point","KS","2011425","=""2011425""","N/A","2019-2023","2020","Census","United States"
"City","Cedar Vale","KS","2011450","=""2011450""","17.04","2019-2023","2020","Census","United States"
"City","Centerville","KS","2012325","=""2012325""","N/A","2019-2023","2020","Census","United States"
"City","Centralia","KS","2012425","=""2012425""","33.15","2019-2023","2020","Census","United States"
"City","Centropolis","KS","2012450","=""2012450""","0.00","2019-2023","2020","Census","United States"
"City","Chanute","KS","2012500","=""2012500""","19.16","2019-2023","2020","Census","United States"
"City","Chapman","KS","2012550","=""2012550""","25.57","2019-2023","2020","Census","United States"
"City","Chase","KS","2012650","=""2012650""","11.22","2019-2023","2020","Census","United States"
"City","Chautauqua","KS","2012675","=""2012675""","5.56","2019-2023","2020","Census","United States"
"City","Cheney","KS","2012775","=""2012775""","27.40","2019-2023","2020","Census","United States"
"City","Cherokee","KS","2012825","=""2012825""","23.27","2019-2023","2020","Census","United States"
"City","Cherryvale","KS","2012925","=""2012925""","10.45","2019-2023","2020","Census","United States"
"City","Chetopa","KS","2012950","=""2012950""","13.00","2019-2023","2020","Census","United States"
"City","Chicopee","KS","2013100","=""2013100""","71.31","2019-2023","2020","Census","United States"
"City","Cimarron","KS","2013275","=""2013275""","32.46","2019-2023","2020","Census","United States"
"City","Circleville","KS","2013375","=""2013375""","17.20","2019-2023","2020","Census","United States"
"City","Claflin","KS","2013425","=""2013425""","22.59","2019-2023","2020","Census","United States"
"City","Clay Center","KS","2013625","=""2013625""","17.56","2019-2023","2020","Census","United States"
"City","Clayton","KS","2013675","=""2013675""","8.11","2019-2023","2020","Census","United States"
"City","Clearwater","KS","2013925","=""2013925""","29.25","2019-2023","2020","Census","United States"
"City","Clifton","KS","2014200","=""2014200""","21.54","2019-2023","2020","Census","United States"
"City","Climax","KS","2014275","=""2014275""","2.94","2019-2023","2020","Census","United States"
"City","Clyde","KS","2014475","=""2014475""","20.39","2019-2023","2020","Census","United States"
"City","Coats","KS","2014525","=""2014525""","3.57","2019-2023","2020","Census","United States"
"City","Codell","KS","2014575","=""2014575""","62.96","2019-2023","2020","Census","United States"
"City","Coffeyville","KS","2014600","=""2014600""","14.45","2019-2023","2020","Census","United States"
"City","Colby","KS","2014650","=""2014650""","29.91","2019-2023","2020","Census","United States"
"City","Coldwater","KS","2014700","=""2014700""","15.93","2019-2023","2020","Census","United States"
"City","Collyer","KS","2014900","=""2014900""","8.20","2019-2023","2020","Census","United States"
"City","Colony","KS","2014950","=""2014950""","5.38","2019-2023","2020","Census","United States"
"City","Columbus","KS","2015075","=""2015075""","22.65","2019-2023","2020","Census","United States"
"City","Colwich","KS","2015100","=""2015100""","39.01","2019-2023","2020","Census","United States"
"City","Concordia","KS","2015200","=""2015200""","20.50","2019-2023","2020","Census","United States"
"City","Conway Springs","KS","2015325","=""2015325""","37.64","2019-2023","2020","Census","United States"
"City","Coolidge","KS","2015400","=""2015400""","12.50","2019-2023","2020","Census","United States"
"City","Copeland","KS","2015475","=""2015475""","7.50","2019-2023","2020","Census","United States"
"City","Corning","KS","2015725","=""2015725""","40.91","2019-2023","2020","Census","United States"
"City","Cottonwood Falls","KS","2015900","=""2015900""","23.12","2019-2023","2020","Census","United States"
"City","Council Grove","KS","2015925","=""2015925""","28.00","2019-2023","2020","Census","United States"
"City","Courtland","KS","2016025","=""2016025""","36.72","2019-2023","2020","Census","United States"
"City","Coyville","KS","2016150","=""2016150""","2.17","2019-2023","2020","Census","United States"
"City","Crestline","KS","2016325","=""2016325""","37.50","2019-2023","2020","Census","United States"
"City","Croweburg","KS","2016475","=""2016475""","23.53","2019-2023","2020","Census","United States"
"City","Cuba","KS","2016625","=""2016625""","21.02","2019-2023","2020","Census","United States"
"City","Cullison","KS","2016675","=""2016675""","7.69","2019-2023","2020","Census","United States"
"City","Culver","KS","2016700","=""2016700""","9.26","2019-2023","2020","Census","United States"
"City","Cunningham","KS","2016775","=""2016775""","20.66","2019-2023","2020","Census","United States"
"City","Damar","KS","2016975","=""2016975""","34.71","2019-2023","2020","Census","United States"
"City","Danville","KS","2017000","=""2017000""","0.00","2019-2023","2020","Census","United States"
"City","Dearing","KS","2017150","=""2017150""","20.48","2019-2023","2020","Census","United States"
"City","Deerfield","KS","2017225","=""2017225""","5.48","2019-2023","2020","Census","United States"
"City","Delia","KS","2017525","=""2017525""","19.81","2019-2023","2020","Census","United States"
"City","Delphos","KS","2017600","=""2017600""","13.11","2019-2023","2020","Census","United States"
"City","Denison","KS","2017625","=""2017625""","24.06","2019-2023","2020","Census","United States"
"City","Dennis","KS","2017675","=""2017675""","0.00","2019-2023","2020","Census","United States"
"City","Denton","KS","2017750","=""2017750""","23.01","2019-2023","2020","Census","United States"
"City","Derby","KS","2017800","=""2017800""","36.83","2019-2023","2020","Census","United States"
"City","De Soto","KS","2017850","=""2017850""","38.04","2019-2023","2020","Census","United States"
"City","Detroit","KS","2017875","=""2017875""","22.81","2019-2023","2020","Census","United States"
"City","Devon","KS","2017900","=""2017900""","31.15","2019-2023","2020","Census","United States"
"City","Dexter","KS","2017925","=""2017925""","12.08","2019-2023","2020","Census","United States"
"City","Dighton","KS","2018050","=""2018050""","23.25","2019-2023","2020","Census","United States"
"City","Dodge City","KS","2018250","=""2018250""","19.72","2019-2023","2020","Census","United States"
"City","Dorrance","KS","2018325","=""2018325""","17.50","2019-2023","2020","Census","United States"
"City","Douglass","KS","2018400","=""2018400""","24.33","2019-2023","2020","Census","United States"
"City","Downs","KS","2018500","=""2018500""","32.84","2019-2023","2020","Census","United States"
"City","Dresden","KS","2018600","=""2018600""","9.09","2019-2023","2020","Census","United States"
"City","Dunlap","KS","2018950","=""2018950""","23.08","2019-2023","2020","Census","United States"
"City","Durham","KS","2019050","=""2019050""","0.00","2019-2023","2020","Census","United States"
"City","Dwight","KS","2019125","=""2019125""","25.69","2019-2023","2020","Census","United States"
"City","Earlton","KS","2019275","=""2019275""","3.53","2019-2023","2020","Census","United States"
"City","Eastborough","KS","2019300","=""2019300""","82.26","2019-2023","2020","Census","United States"
"City","Easton","KS","2019600","=""2019600""","8.86","2019-2023","2020","Census","United States"
"City","Eastshore","KS","2019700","=""2019700""","17.65","2019-2023","2020","Census","United States"
"City","Edgerton","KS","2019825","=""2019825""","12.26","2019-2023","2020","Census","United States"
"City","Edmond","KS","2019875","=""2019875""","7.69","2019-2023","2020","Census","United States"
"City","Edna","KS","2019900","=""2019900""","18.47","2019-2023","2020","Census","United States"
"City","Edson","KS","2019925","=""2019925""","N/A","2019-2023","2020","Census","United States"
"City","Edwardsville","KS","2020000","=""2020000""","22.15","2019-2023","2020","Census","United States"
"City","Effingham","KS","2020025","=""2020025""","8.66","2019-2023","2020","Census","United States"
"City","Elbing","KS","2020050","=""2020050""","46.55","2019-2023","2020","Census","United States"
"City","El Dorado","KS","2020075","=""2020075""","26.42","2019-2023","2020","Census","United States"
"City","Elgin","KS","2020125","=""2020125""","8.16","2019-2023","2020","Census","United States"
"City","Elk City","KS","2020250","=""2020250""","13.73","2019-2023","2020","Census","United States"
"City","Elk Falls","KS","2020300","=""2020300""","43.75","2019-2023","2020","Census","United States"
"City","Elkhart","KS","2020350","=""2020350""","13.91","2019-2023","2020","Census","United States"
"City","Ellinwood","KS","2020425","=""2020425""","16.89","2019-2023","2020","Census","United States"
"City","Ellis","KS","2020450","=""2020450""","28.69","2019-2023","2020","Census","United States"
"City","Ellsworth","KS","2020500","=""2020500""","17.42","2019-2023","2020","Census","United States"
"City","Elmdale","KS","2020675","=""2020675""","50.00","2019-2023","2020","Census","United States"
"City","Elsmore","KS","2020875","=""2020875""","4.00","2019-2023","2020","Census","United States"
"City","Elwood","KS","2020950","=""2020950""","5.11","2019-2023","2020","Census","United States"
"City","Elyria","KS","2020975","=""2020975""","85.22","2019-2023","2020","Census","United States"
"City","Emmett","KS","2021100","=""2021100""","3.64","2019-2023","2020","Census","United States"
"City","Emporia","KS","2021275","=""2021275""","25.80","2019-2023","2020","Census","United States"
"City","Englewood","KS","2021350","=""2021350""","0.00","2019-2023","2020","Census","United States"
"City","Ensign","KS","2021400","=""2021400""","15.00","2019-2023","2020","Census","United States"
"City","Enterprise","KS","2021425","=""2021425""","8.85","2019-2023","2020","Census","United States"
"City","Erie","KS","2021500","=""2021500""","26.33","2019-2023","2020","Census","United States"
"City","Esbon","KS","2021600","=""2021600""","5.56","2019-2023","2020","Census","United States"
"City","Eskridge","KS","2021650","=""2021650""","8.67","2019-2023","2020","Census","United States"
"City","Eudora","KS","2021675","=""2021675""","31.31","2019-2023","2020","Census","United States"
"City","Eureka","KS","2021800","=""2021800""","11.41","2019-2023","2020","Census","United States"
"City","Everest","KS","2022025","=""2022025""","30.38","2019-2023","2020","Census","United States"
"City","Fairview","KS","2022425","=""2022425""","6.72","2019-2023","2020","Census","United States"
"City","Fairway","KS","2022700","=""2022700""","83.24","2019-2023","2020","Census","United States"
"City","Fall River","KS","2022775","=""2022775""","12.73","2019-2023","2020","Census","United States"
"City","Falun","KS","2022900","=""2022900""","24.74","2019-2023","2020","Census","United States"
"City","Farlington","KS","2023050","=""2023050""","0.00","2019-2023","2020","Census","United States"
"City","Florence","KS","2023600","=""2023600""","19.80","2019-2023","2020","Census","United States"
"City","Fontana","KS","2023650","=""2023650""","4.71","2019-2023","2020","Census","United States"
"City","Ford","KS","2023725","=""2023725""","20.00","2019-2023","2020","Census","United States"
"City","Formoso","KS","2023825","=""2023825""","13.33","2019-2023","2020","Census","United States"
"City","Fort Dodge","KS","2023890","=""2023890""","20.00","2019-2023","2020","Census","United States"
"City","Fort Riley","KS","2023975","=""2023975""","17.06","2019-2023","2020","Census","United States"
"City","Fort Scott","KS","2024000","=""2024000""","21.69","2019-2023","2020","Census","United States"
"City","Fowler","KS","2024175","=""2024175""","35.29","2019-2023","2020","Census","United States"
"City","Frankfort","KS","2024275","=""2024275""","22.02","2019-2023","2020","Census","United States"
"City","Franklin","KS","2024325","=""2024325""","22.81","2019-2023","2020","Census","United States"
"City","Frederick","KS","2024550","=""2024550""","2.78","2019-2023","2020","Census","United States"
"City","Fredonia","KS","2024575","=""2024575""","19.95","2019-2023","2020","Census","United States"
"City","Frontenac","KS","2024850","=""2024850""","26.35","2019-2023","2020","Census","United States"
"City","Fulton","KS","2024925","=""2024925""","7.79","2019-2023","2020","Census","United States"
