"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Oroville East","CA","0654388","=""0654388""","86932","2019-2023","2020","Census","United States"
"City","Oxnard","CA","0654652","=""0654652""","93372","2019-2023","2020","Census","United States"
"City","Pacheco","CA","0654764","=""0654764""","100152","2019-2023","2020","Census","United States"
"City","Pacifica","CA","0654806","=""0654806""","156819","2019-2023","2020","Census","United States"
"City","Pacific Grove","CA","0654848","=""0654848""","105568","2019-2023","2020","Census","United States"
"City","Pajaro","CA","0655044","=""0655044""","82083","2019-2023","2020","Census","United States"
"City","Pajaro Dunes","CA","0655048","=""0655048""","N/A","2019-2023","2020","Census","United States"
"City","Pala","CA","0655058","=""0655058""","90938","2019-2023","2020","Census","United States"
"City","Palermo","CA","0655086","=""0655086""","47893","2019-2023","2020","Census","United States"
"City","Palmdale","CA","0655156","=""0655156""","81151","2019-2023","2020","Census","United States"
"City","Palm Desert","CA","0655184","=""0655184""","79508","2019-2023","2020","Census","United States"
"City","Palm Springs","CA","0655254","=""0655254""","71979","2019-2023","2020","Census","United States"
"City","Palo Alto","CA","0655282","=""0655282""","220408","2019-2023","2020","Census","United States"
"City","Palo Cedro","CA","0655296","=""0655296""","118542","2019-2023","2020","Census","United States"
"City","Palos Verdes Estates","CA","0655380","=""0655380""","247500","2019-2023","2020","Census","United States"
"City","Palo Verde","CA","0655422","=""0655422""","N/A","2019-2023","2020","Census","United States"
"City","Panorama Heights","CA","0655506","=""0655506""","N/A","2019-2023","2020","Census","United States"
"City","Paradise","CA","0655520","=""0655520""","67042","2019-2023","2020","Census","United States"
"City","Paradise","CA","0655528","=""0655528""","106250","2019-2023","2020","Census","United States"
"City","Paradise Park","CA","0655604","=""0655604""","73640","2019-2023","2020","Census","United States"
"City","Paramount","CA","0655618","=""0655618""","70912","2019-2023","2020","Census","United States"
"City","Parklawn","CA","0655728","=""0655728""","70813","2019-2023","2020","Census","United States"
"City","Parksdale","CA","0655751","=""0655751""","55395","2019-2023","2020","Census","United States"
"City","Parkway","CA","0655800","=""0655800""","64380","2019-2023","2020","Census","United States"
"City","Parkwood","CA","0655842","=""0655842""","78194","2019-2023","2020","Census","United States"
"City","Parlier","CA","0655856","=""0655856""","50910","2019-2023","2020","Census","United States"
"City","Pasadena","CA","0656000","=""0656000""","103778","2019-2023","2020","Census","United States"
"City","Pasatiempo","CA","0656028","=""0656028""","165000","2019-2023","2020","Census","United States"
"City","Paskenta","CA","0656042","=""0656042""","N/A","2019-2023","2020","Census","United States"
"City","Patterson","CA","0656112","=""0656112""","93542","2019-2023","2020","Census","United States"
"City","Patterson Tract","CA","0656120","=""0656120""","82500","2019-2023","2020","Census","United States"
"City","Patton Village","CA","0656140","=""0656140""","N/A","2019-2023","2020","Census","United States"
"City","Paxton","CA","0656182","=""0656182""","N/A","2019-2023","2020","Census","United States"
"City","Paynes Creek","CA","0656196","=""0656196""","N/A","2019-2023","2020","Census","United States"
"City","Pearsonville","CA","0656294","=""0656294""","N/A","2019-2023","2020","Census","United States"
"City","Penngrove","CA","0656476","=""0656476""","115826","2019-2023","2020","Census","United States"
"City","Penn Valley","CA","0656518","=""0656518""","62966","2019-2023","2020","Census","United States"
"City","Penryn","CA","0656546","=""0656546""","121302","2019-2023","2020","Census","United States"
"City","Pepperdine University","CA","0656598","=""0656598""","179868","2019-2023","2020","Census","United States"
"City","Perris","CA","0656700","=""0656700""","82523","2019-2023","2020","Census","United States"
"City","Pescadero","CA","0656756","=""0656756""","N/A","2019-2023","2020","Census","United States"
"City","Petaluma","CA","0656784","=""0656784""","109823","2019-2023","2020","Census","United States"
"City","Petaluma Center","CA","0656786","=""0656786""","74250","2019-2023","2020","Census","United States"
"City","Peters","CA","0656798","=""0656798""","96786","2019-2023","2020","Census","United States"
"City","Phelan","CA","0656826","=""0656826""","83759","2019-2023","2020","Census","United States"
"City","Phillipsville","CA","0656854","=""0656854""","N/A","2019-2023","2020","Census","United States"
"City","Philo","CA","0656868","=""0656868""","73603","2019-2023","2020","Census","United States"
"City","Phoenix Lake","CA","0656870","=""0656870""","78750","2019-2023","2020","Census","United States"
"City","Pico Rivera","CA","0656924","=""0656924""","86956","2019-2023","2020","Census","United States"
"City","Piedmont","CA","0656938","=""0656938""","250001","2019-2023","2020","Census","United States"
"City","Pierpoint","CA","0657011","=""0657011""","N/A","2019-2023","2020","Census","United States"
"City","Pike","CA","0657036","=""0657036""","N/A","2019-2023","2020","Census","United States"
"City","Pine Canyon","CA","0657070","=""0657070""","106284","2019-2023","2020","Census","United States"
"City","Pine Flat","CA","0657134","=""0657134""","58095","2019-2023","2020","Census","United States"
"City","Pine Grove","CA","0657148","=""0657148""","70675","2019-2023","2020","Census","United States"
"City","Pine Hills","CA","0657204","=""0657204""","83791","2019-2023","2020","Census","United States"
"City","Pine Mountain Club","CA","0657240","=""0657240""","56681","2019-2023","2020","Census","United States"
"City","Pine Mountain Lake","CA","0657244","=""0657244""","68000","2019-2023","2020","Census","United States"
"City","Pine Valley","CA","0657260","=""0657260""","124722","2019-2023","2020","Census","United States"
"City","Pinole","CA","0657288","=""0657288""","120833","2019-2023","2020","Census","United States"
"City","Piñon Hills","CA","0657302","=""0657302""","65160","2019-2023","2020","Census","United States"
"City","Pioneer","CA","0657330","=""0657330""","74276","2019-2023","2020","Census","United States"
"City","Piru","CA","0657372","=""0657372""","96765","2019-2023","2020","Census","United States"
"City","Pismo Beach","CA","0657414","=""0657414""","112913","2019-2023","2020","Census","United States"
"City","Pittsburg","CA","0657456","=""0657456""","101099","2019-2023","2020","Census","United States"
"City","Pixley","CA","0657512","=""0657512""","70574","2019-2023","2020","Census","United States"
"City","Placentia","CA","0657526","=""0657526""","110575","2019-2023","2020","Census","United States"
"City","Placerville","CA","0657540","=""0657540""","70602","2019-2023","2020","Census","United States"
"City","Plainview","CA","0657568","=""0657568""","65938","2019-2023","2020","Census","United States"
"City","Planada","CA","0657582","=""0657582""","45588","2019-2023","2020","Census","United States"
"City","Platina","CA","0657666","=""0657666""","N/A","2019-2023","2020","Census","United States"
"City","Pleasant Hill","CA","0657764","=""0657764""","144513","2019-2023","2020","Census","United States"
"City","Pleasanton","CA","0657792","=""0657792""","186206","2019-2023","2020","Census","United States"
"City","Pleasure Point","CA","0657825","=""0657825""","117776","2019-2023","2020","Census","United States"
"City","Plumas Eureka","CA","0657828","=""0657828""","88750","2019-2023","2020","Census","United States"
"City","Plumas Lake","CA","0657829","=""0657829""","114083","2019-2023","2020","Census","United States"
"City","Plymouth","CA","0657834","=""0657834""","81250","2019-2023","2020","Census","United States"
"City","Point Arena","CA","0657876","=""0657876""","105726","2019-2023","2020","Census","United States"
"City","Point Reyes Station","CA","0657960","=""0657960""","N/A","2019-2023","2020","Census","United States"
"City","Pollock Pines","CA","0658030","=""0658030""","74190","2019-2023","2020","Census","United States"
"City","Pomona","CA","0658072","=""0658072""","78869","2019-2023","2020","Census","United States"
"City","Ponderosa","CA","0658134","=""0658134""","N/A","2019-2023","2020","Census","United States"
"City","Poplar-Cotton Center","CA","0658191","=""0658191""","51893","2019-2023","2020","Census","United States"
"City","Port Costa","CA","0658226","=""0658226""","N/A","2019-2023","2020","Census","United States"
"City","Porterville","CA","0658240","=""0658240""","59012","2019-2023","2020","Census","United States"
"City","Port Hueneme","CA","0658296","=""0658296""","76655","2019-2023","2020","Census","United States"
"City","Portola","CA","0658352","=""0658352""","42385","2019-2023","2020","Census","United States"
"City","Portola Valley","CA","0658380","=""0658380""","250001","2019-2023","2020","Census","United States"
"City","Posey","CA","0658422","=""0658422""","N/A","2019-2023","2020","Census","United States"
"City","Poso Park","CA","0658436","=""0658436""","N/A","2019-2023","2020","Census","United States"
"City","Post Mountain","CA","0658456","=""0658456""","N/A","2019-2023","2020","Census","United States"
"City","Potomac Park","CA","0658471","=""0658471""","45617","2019-2023","2020","Census","United States"
"City","Potrero","CA","0658478","=""0658478""","N/A","2019-2023","2020","Census","United States"
"City","Potter Valley","CA","0658506","=""0658506""","79844","2019-2023","2020","Census","United States"
"City","Poway","CA","0658520","=""0658520""","143825","2019-2023","2020","Census","United States"
"City","Prattville","CA","0658618","=""0658618""","54583","2019-2023","2020","Census","United States"
"City","Princeton","CA","0658758","=""0658758""","73958","2019-2023","2020","Census","United States"
"City","Proberta","CA","0658814","=""0658814""","36926","2019-2023","2020","Census","United States"
"City","Prunedale","CA","0658870","=""0658870""","106442","2019-2023","2020","Census","United States"
"City","Pumpkin Center","CA","0658940","=""0658940""","N/A","2019-2023","2020","Census","United States"
"City","Quartz Hill","CA","0659052","=""0659052""","104017","2019-2023","2020","Census","United States"
"City","Quincy","CA","0659080","=""0659080""","87008","2019-2023","2020","Census","United States"
"City","Rackerby","CA","0659115","=""0659115""","51719","2019-2023","2020","Census","United States"
"City","Rail Road Flat","CA","0659220","=""0659220""","85656","2019-2023","2020","Census","United States"
"City","Rainbow","CA","0659248","=""0659248""","85368","2019-2023","2020","Census","United States"
"City","Raisin City","CA","0659290","=""0659290""","54167","2019-2023","2020","Census","United States"
"City","Ramona","CA","0659346","=""0659346""","101023","2019-2023","2020","Census","United States"
"City","Rancho Calaveras","CA","0659426","=""0659426""","91629","2019-2023","2020","Census","United States"
"City","Rancho Cordova","CA","0659444","=""0659444""","89120","2019-2023","2020","Census","United States"
"City","Rancho Cucamonga","CA","0659451","=""0659451""","109511","2019-2023","2020","Census","United States"
"City","Rancho Mirage","CA","0659500","=""0659500""","109943","2019-2023","2020","Census","United States"
"City","Rancho Mission Viejo","CA","0659503","=""0659503""","181111","2019-2023","2020","Census","United States"
"City","Rancho Murieta","CA","0659506","=""0659506""","129767","2019-2023","2020","Census","United States"
"City","Rancho Palos Verdes","CA","0659514","=""0659514""","175307","2019-2023","2020","Census","United States"
"City","Rancho San Diego","CA","0659550","=""0659550""","118431","2019-2023","2020","Census","United States"
"City","Rancho Santa Fe","CA","0659584","=""0659584""","236429","2019-2023","2020","Census","United States"
"City","Rancho Santa Margarita","CA","0659587","=""0659587""","146827","2019-2023","2020","Census","United States"
"City","Rancho Tehama Reserve","CA","0659604","=""0659604""","43750","2019-2023","2020","Census","United States"
"City","Randsburg","CA","0659668","=""0659668""","N/A","2019-2023","2020","Census","United States"
"City","Red Bluff","CA","0659892","=""0659892""","50216","2019-2023","2020","Census","United States"
"City","Red Corral","CA","0659896","=""0659896""","83929","2019-2023","2020","Census","United States"
"City","Redcrest","CA","0659906","=""0659906""","N/A","2019-2023","2020","Census","United States"
"City","Redding","CA","0659920","=""0659920""","69443","2019-2023","2020","Census","United States"
"City","Redlands","CA","0659962","=""0659962""","99158","2019-2023","2020","Census","United States"
"City","Redondo Beach","CA","0660018","=""0660018""","N/A","2019-2023","2020","Census","United States"
"City","Redway","CA","0660088","=""0660088""","N/A","2019-2023","2020","Census","United States"
"City","Redwood City","CA","0660102","=""0660102""","150840","2019-2023","2020","Census","United States"
"City","Redwood Valley","CA","0660214","=""0660214""","53163","2019-2023","2020","Census","United States"
"City","Reedley","CA","0660242","=""0660242""","62923","2019-2023","2020","Census","United States"
"City","Reliez Valley","CA","0660279","=""0660279""","250001","2019-2023","2020","Census","United States"
"City","Rexland Acres","CA","0660370","=""0660370""","54491","2019-2023","2020","Census","United States"
"City","Rialto","CA","0660466","=""0660466""","85521","2019-2023","2020","Census","United States"
"City","Richfield","CA","0660592","=""0660592""","N/A","2019-2023","2020","Census","United States"
"City","Richgrove","CA","0660606","=""0660606""","54091","2019-2023","2020","Census","United States"
"City","Richmond","CA","0660620","=""0660620""","90038","2019-2023","2020","Census","United States"
"City","Richvale","CA","0660662","=""0660662""","73333","2019-2023","2020","Census","United States"
"City","Ridgecrest","CA","0660704","=""0660704""","88107","2019-2023","2020","Census","United States"
"City","Ridgecrest Heights","CA","0660705","=""0660705""","55000","2019-2023","2020","Census","United States"
"City","Ridgemark","CA","0660706","=""0660706""","127117","2019-2023","2020","Census","United States"
"City","Rio Dell","CA","0660900","=""0660900""","46055","2019-2023","2020","Census","United States"
"City","Rio del Mar","CA","0660928","=""0660928""","150313","2019-2023","2020","Census","United States"
"City","Rio Linda","CA","0660942","=""0660942""","96083","2019-2023","2020","Census","United States"
"City","Rio Oso","CA","0660970","=""0660970""","172500","2019-2023","2020","Census","United States"
"City","Rio Vista","CA","0660984","=""0660984""","86970","2019-2023","2020","Census","United States"
"City","Ripley","CA","0661012","=""0661012""","27957","2019-2023","2020","Census","United States"
"City","Ripon","CA","0661026","=""0661026""","120061","2019-2023","2020","Census","United States"
"City","Riverbank","CA","0661068","=""0661068""","90216","2019-2023","2020","Census","United States"
"City","Riverdale","CA","0661096","=""0661096""","54250","2019-2023","2020","Census","United States"
"City","Riverdale Park","CA","0661106","=""0661106""","61802","2019-2023","2020","Census","United States"
"City","Rivergrove","CA","0661108","=""0661108""","80938","2019-2023","2020","Census","United States"
"City","River Pines","CA","0661124","=""0661124""","N/A","2019-2023","2020","Census","United States"
"City","Riverside","CA","0662000","=""0662000""","88575","2019-2023","2020","Census","United States"
"City","Robbins","CA","0662168","=""0662168""","90375","2019-2023","2020","Census","United States"
"City","Robinson Mill","CA","0662200","=""0662200""","N/A","2019-2023","2020","Census","United States"
"City","Rocklin","CA","0662364","=""0662364""","120916","2019-2023","2020","Census","United States"
"City","Rodeo","CA","0662490","=""0662490""","88819","2019-2023","2020","Census","United States"
"City","Rodriguez Camp","CA","0662496","=""0662496""","19250","2019-2023","2020","Census","United States"
"City","Rohnert Park","CA","0662546","=""0662546""","96635","2019-2023","2020","Census","United States"
"City","Rolling Hills","CA","0662602","=""0662602""","250001","2019-2023","2020","Census","United States"
"City","Rolling Hills","CA","0662625","=""0662625""","91635","2019-2023","2020","Census","United States"
"City","Rolling Hills Estates","CA","0662644","=""0662644""","187500","2019-2023","2020","Census","United States"
"City","Rollingwood","CA","0662700","=""0662700""","96808","2019-2023","2020","Census","United States"
"City","Romoland","CA","0662756","=""0662756""","101000","2019-2023","2020","Census","United States"
"City","Rosamond","CA","0662826","=""0662826""","77773","2019-2023","2020","Census","United States"
"City","Rosedale","CA","0662854","=""0662854""","134697","2019-2023","2020","Census","United States"
"City","Rose Hills","CA","0662860","=""0662860""","123220","2019-2023","2020","Census","United States"
"City","Rosemead","CA","0662896","=""0662896""","72248","2019-2023","2020","Census","United States"
"City","Rosemont","CA","0662910","=""0662910""","86178","2019-2023","2020","Census","United States"
"City","Roseville","CA","0662938","=""0662938""","117354","2019-2023","2020","Census","United States"
"City","Ross","CA","0662980","=""0662980""","250001","2019-2023","2020","Census","United States"
"City","Rossmoor","CA","0663050","=""0663050""","200833","2019-2023","2020","Census","United States"
"City","Rough and Ready","CA","0663106","=""0663106""","100417","2019-2023","2020","Census","United States"
"City","Round Mountain","CA","0663134","=""0663134""","55250","2019-2023","2020","Census","United States"
"City","Round Valley","CA","0663148","=""0663148""","49844","2019-2023","2020","Census","United States"
"City","Rouse","CA","0663168","=""0663168""","45071","2019-2023","2020","Census","United States"
"City","Rowland Heights","CA","0663218","=""0663218""","85202","2019-2023","2020","Census","United States"
"City","Rumsey","CA","0663302","=""0663302""","N/A","2019-2023","2020","Census","United States"
"City","Running Springs","CA","0663316","=""0663316""","85681","2019-2023","2020","Census","United States"
"City","Ruth","CA","0663386","=""0663386""","N/A","2019-2023","2020","Census","United States"
"City","Rutherford","CA","0663400","=""0663400""","N/A","2019-2023","2020","Census","United States"
"City","Sacramento","CA","0664000","=""0664000""","83753","2019-2023","2020","Census","United States"
"City","Sage","CA","0664056","=""0664056""","88879","2019-2023","2020","Census","United States"
"City","St. Helena","CA","0664140","=""0664140""","158218","2019-2023","2020","Census","United States"
"City","Salida","CA","0664210","=""0664210""","91990","2019-2023","2020","Census","United States"
"City","Salinas","CA","0664224","=""0664224""","89150","2019-2023","2020","Census","United States"
"City","Salmon Creek","CA","0664252","=""0664252""","N/A","2019-2023","2020","Census","United States"
"City","Salton City","CA","0664294","=""0664294""","36915","2019-2023","2020","Census","United States"
"City","Salton Sea Beach","CA","0664308","=""0664308""","N/A","2019-2023","2020","Census","United States"
"City","Salyer","CA","0664378","=""0664378""","N/A","2019-2023","2020","Census","United States"
"City","Samoa","CA","0664392","=""0664392""","44569","2019-2023","2020","Census","United States"
"City","San Andreas","CA","0664420","=""0664420""","42231","2019-2023","2020","Census","United States"
"City","San Anselmo","CA","0664434","=""0664434""","170457","2019-2023","2020","Census","United States"
"City","San Antonio Heights","CA","0664462","=""0664462""","144509","2019-2023","2020","Census","United States"
"City","San Ardo","CA","0664476","=""0664476""","N/A","2019-2023","2020","Census","United States"
"City","San Bernardino","CA","0665000","=""0665000""","63988","2019-2023","2020","Census","United States"
"City","San Bruno","CA","0665028","=""0665028""","135976","2019-2023","2020","Census","United States"
"City","San Buenaventura (Ventura)","CA","0665042","=""0665042""","100407","2019-2023","2020","Census","United States"
"City","San Carlos","CA","0665070","=""0665070""","233333","2019-2023","2020","Census","United States"
"City","San Clemente","CA","0665084","=""0665084""","134735","2019-2023","2020","Census","United States"
"City","Sand City","CA","0665112","=""0665112""","78250","2019-2023","2020","Census","United States"
"City","San Diego","CA","0666000","=""0666000""","104321","2019-2023","2020","Census","United States"
"City","San Diego Country Estates","CA","0666004","=""0666004""","134639","2019-2023","2020","Census","United States"
"City","San Dimas","CA","0666070","=""0666070""","105833","2019-2023","2020","Census","United States"
"City","San Fernando","CA","0666140","=""0666140""","79694","2019-2023","2020","Census","United States"
"City","San Francisco","CA","0667000","=""0667000""","141446","2019-2023","2020","Census","United States"
"City","San Gabriel","CA","0667042","=""0667042""","87592","2019-2023","2020","Census","United States"
"City","Sanger","CA","0667056","=""0667056""","74428","2019-2023","2020","Census","United States"
"City","San Geronimo","CA","0667070","=""0667070""","206375","2019-2023","2020","Census","United States"
"City","San Jacinto","CA","0667112","=""0667112""","78281","2019-2023","2020","Census","United States"
"City","San Joaquin","CA","0667126","=""0667126""","51591","2019-2023","2020","Census","United States"
"City","San Jose","CA","0668000","=""0668000""","141565","2019-2023","2020","Census","United States"
"City","San Juan Bautista","CA","0668014","=""0668014""","108750","2019-2023","2020","Census","United States"
"City","San Juan Capistrano","CA","0668028","=""0668028""","127893","2019-2023","2020","Census","United States"
"City","San Leandro","CA","0668084","=""0668084""","98063","2019-2023","2020","Census","United States"
"City","San Lorenzo","CA","0668112","=""0668112""","110495","2019-2023","2020","Census","United States"
"City","San Lucas","CA","0668140","=""0668140""","54375","2019-2023","2020","Census","United States"
"City","San Luis Obispo","CA","0668154","=""0668154""","66711","2019-2023","2020","Census","United States"
"City","San Marcos","CA","0668196","=""0668196""","105286","2019-2023","2020","Census","United States"
"City","San Marino","CA","0668224","=""0668224""","187633","2019-2023","2020","Census","United States"
"City","San Martin","CA","0668238","=""0668238""","156292","2019-2023","2020","Census","United States"
"City","San Mateo","CA","0668252","=""0668252""","152669","2019-2023","2020","Census","United States"
"City","San Miguel","CA","0668263","=""0668263""","224219","2019-2023","2020","Census","United States"
"City","San Miguel","CA","0668266","=""0668266""","76563","2019-2023","2020","Census","United States"
"City","San Pablo","CA","0668294","=""0668294""","78215","2019-2023","2020","Census","United States"
"City","San Pasqual","CA","0668308","=""0668308""","138542","2019-2023","2020","Census","United States"
"City","San Rafael","CA","0668364","=""0668364""","109317","2019-2023","2020","Census","United States"
"City","San Ramon","CA","0668378","=""0668378""","197358","2019-2023","2020","Census","United States"
"City","San Simeon","CA","0668434","=""0668434""","54705","2019-2023","2020","Census","United States"
"City","Santa Ana","CA","0669000","=""0669000""","88354","2019-2023","2020","Census","United States"
"City","Santa Barbara","CA","0669070","=""0669070""","101672","2019-2023","2020","Census","United States"
"City","Santa Clara","CA","0669084","=""0669084""","173670","2019-2023","2020","Census","United States"
"City","Santa Clarita","CA","0669088","=""0669088""","119926","2019-2023","2020","Census","United States"
"City","Santa Cruz","CA","0669112","=""0669112""","111427","2019-2023","2020","Census","United States"
"City","Santa Fe Springs","CA","0669154","=""0669154""","86857","2019-2023","2020","Census","United States"
"City","Santa Margarita","CA","0669182","=""0669182""","N/A","2019-2023","2020","Census","United States"
"City","Santa Maria","CA","0669196","=""0669196""","84617","2019-2023","2020","Census","United States"
"City","Santa Monica","CA","0670000","=""0670000""","109739","2019-2023","2020","Census","United States"
"City","Santa Nella","CA","0670028","=""0670028""","87375","2019-2023","2020","Census","United States"
"City","Santa Paula","CA","0670042","=""0670042""","77130","2019-2023","2020","Census","United States"
"City","Santa Rosa","CA","0670098","=""0670098""","97410","2019-2023","2020","Census","United States"
"City","Santa Rosa Valley","CA","0670130","=""0670130""","176389","2019-2023","2020","Census","United States"
"City","Santa Susana","CA","0670140","=""0670140""","95329","2019-2023","2020","Census","United States"
"City","Santa Venetia","CA","0670154","=""0670154""","138085","2019-2023","2020","Census","United States"
"City","Santa Ynez","CA","0670182","=""0670182""","117500","2019-2023","2020","Census","United States"
"City","Santee","CA","0670224","=""0670224""","105613","2019-2023","2020","Census","United States"
"City","Saranap","CA","0670266","=""0670266""","152821","2019-2023","2020","Census","United States"
"City","Saratoga","CA","0670280","=""0670280""","241348","2019-2023","2020","Census","United States"
"City","Saticoy","CA","0670322","=""0670322""","83775","2019-2023","2020","Census","United States"
"City","Sattley","CA","0670336","=""0670336""","N/A","2019-2023","2020","Census","United States"
"City","Sausalito","CA","0670364","=""0670364""","173030","2019-2023","2020","Census","United States"
"City","Scotia","CA","0670518","=""0670518""","77500","2019-2023","2020","Census","United States"
"City","Scotts Valley","CA","0670588","=""0670588""","140887","2019-2023","2020","Census","United States"
"City","Seacliff","CA","0670644","=""0670644""","121845","2019-2023","2020","Census","United States"
"City","Seal Beach","CA","0670686","=""0670686""","83045","2019-2023","2020","Census","United States"
"City","Sea Ranch","CA","0670712","=""0670712""","121731","2019-2023","2020","Census","United States"
"City","Searles Valley","CA","0670728","=""0670728""","65625","2019-2023","2020","Census","United States"
"City","Seaside","CA","0670742","=""0670742""","82303","2019-2023","2020","Census","United States"
"City","Sebastopol","CA","0670770","=""0670770""","99600","2019-2023","2020","Census","United States"
"City","Seeley","CA","0670798","=""0670798""","56917","2019-2023","2020","Census","United States"
"City","Selma","CA","0670882","=""0670882""","55839","2019-2023","2020","Census","United States"
"City","Sequoia Crest","CA","0670966","=""0670966""","N/A","2019-2023","2020","Census","United States"
"City","Sereno del Mar","CA","0671000","=""0671000""","N/A","2019-2023","2020","Census","United States"
"City","Seville","CA","0671078","=""0671078""","47857","2019-2023","2020","Census","United States"
"City","Shafter","CA","0671106","=""0671106""","67989","2019-2023","2020","Census","United States"
"City","Shandon","CA","0671134","=""0671134""","91389","2019-2023","2020","Census","United States"
"City","Shasta","CA","0671218","=""0671218""","108500","2019-2023","2020","Census","United States"
"City","Shasta Lake","CA","0671225","=""0671225""","61319","2019-2023","2020","Census","United States"
"City","Shaver Lake","CA","0671246","=""0671246""","131875","2019-2023","2020","Census","United States"
"City","Shell Ridge","CA","0671362","=""0671362""","250001","2019-2023","2020","Census","United States"
"City","Shelter Cove","CA","0671372","=""0671372""","46066","2019-2023","2020","Census","United States"
"City","Sheridan","CA","0671414","=""0671414""","79732","2019-2023","2020","Census","United States"
"City","Shingle Springs","CA","0671554","=""0671554""","109531","2019-2023","2020","Census","United States"
"City","Shingletown","CA","0671568","=""0671568""","74242","2019-2023","2020","Census","United States"
"City","Shoshone","CA","0671680","=""0671680""","N/A","2019-2023","2020","Census","United States"
"City","Sierra Brooks","CA","0671774","=""0671774""","35236","2019-2023","2020","Census","United States"
"City","Sierra City","CA","0671778","=""0671778""","92543","2019-2023","2020","Census","United States"
"City","Sierra Madre","CA","0671806","=""0671806""","141094","2019-2023","2020","Census","United States"
"City","Sierra Village","CA","0671834","=""0671834""","65938","2019-2023","2020","Census","United States"
"City","Sierraville","CA","0671848","=""0671848""","N/A","2019-2023","2020","Census","United States"
"City","Signal Hill","CA","0671876","=""0671876""","102303","2019-2023","2020","Census","United States"
"City","Silverado","CA","0671918","=""0671918""","90104","2019-2023","2020","Census","United States"
"City","Silverado Resort","CA","0671927","=""0671927""","167596","2019-2023","2020","Census","United States"
"City","Silver City","CA","0671932","=""0671932""","N/A","2019-2023","2020","Census","United States"
"City","Silver Lakes","CA","0671964","=""0671964""","111857","2019-2023","2020","Census","United States"
"City","Simi Valley","CA","0672016","=""0672016""","117703","2019-2023","2020","Census","United States"
"City","Sisquoc","CA","0672086","=""0672086""","N/A","2019-2023","2020","Census","United States"
"City","Sky Valley","CA","0672156","=""0672156""","47656","2019-2023","2020","Census","United States"
"City","Sleepy Hollow","CA","0672184","=""0672184""","196630","2019-2023","2020","Census","United States"
"City","Smartsville","CA","0672282","=""0672282""","78664","2019-2023","2020","Census","United States"
"City","Smith Corner","CA","0672338","=""0672338""","43854","2019-2023","2020","Census","United States"
"City","Smith River","CA","0672380","=""0672380""","100461","2019-2023","2020","Census","United States"
"City","Snelling","CA","0672408","=""0672408""","48125","2019-2023","2020","Census","United States"
"City","Soda Bay","CA","0672478","=""0672478""","96994","2019-2023","2020","Census","United States"
"City","Soda Springs","CA","0672492","=""0672492""","N/A","2019-2023","2020","Census","United States"
"City","Solana Beach","CA","0672506","=""0672506""","150820","2019-2023","2020","Census","United States"
"City","Soledad","CA","0672520","=""0672520""","93204","2019-2023","2020","Census","United States"
"City","Solvang","CA","0672576","=""0672576""","118208","2019-2023","2020","Census","United States"
"City","Somis","CA","0672632","=""0672632""","144018","2019-2023","2020","Census","United States"
"City","Sonoma","CA","0672646","=""0672646""","101281","2019-2023","2020","Census","United States"
"City","Sonoma State University","CA","0672654","=""0672654""","N/A","2019-2023","2020","Census","United States"
"City","Sonora","CA","0672674","=""0672674""","62621","2019-2023","2020","Census","United States"
"City","Soquel","CA","0672688","=""0672688""","114991","2019-2023","2020","Census","United States"
"City","Soulsbyville","CA","0672772","=""0672772""","92996","2019-2023","2020","Census","United States"
"City","South Dos Palos","CA","0672954","=""0672954""","55288","2019-2023","2020","Census","United States"
"City","South El Monte","CA","0672996","=""0672996""","67153","2019-2023","2020","Census","United States"
"City","South Gate","CA","0673080","=""0673080""","71315","2019-2023","2020","Census","United States"
"City","South Lake Tahoe","CA","0673108","=""0673108""","73940","2019-2023","2020","Census","United States"
"City","South Monrovia Island","CA","0673167","=""0673167""","109730","2019-2023","2020","Census","United States"
"City","South Oroville","CA","0673178","=""0673178""","64785","2019-2023","2020","Census","United States"
"City","South Pasadena","CA","0673220","=""0673220""","128105","2019-2023","2020","Census","United States"
"City","South San Francisco","CA","0673262","=""0673262""","135909","2019-2023","2020","Census","United States"
"City","South San Gabriel","CA","0673276","=""0673276""","76921","2019-2023","2020","Census","United States"
"City","South San Jose Hills","CA","0673290","=""0673290""","94740","2019-2023","2020","Census","United States"
"City","South Taft","CA","0673388","=""0673388""","41875","2019-2023","2020","Census","United States"
"City","South Whittier","CA","0673430","=""0673430""","98974","2019-2023","2020","Census","United States"
"City","Spaulding","CA","0673554","=""0673554""","N/A","2019-2023","2020","Census","United States"
"City","Spreckels","CA","0673612","=""0673612""","N/A","2019-2023","2020","Census","United States"
"City","Spring Garden","CA","0673654","=""0673654""","N/A","2019-2023","2020","Census","United States"
"City","Spring Valley","CA","0673690","=""0673690""","43816","2019-2023","2020","Census","United States"
"City","Spring Valley","CA","0673696","=""0673696""","104808","2019-2023","2020","Census","United States"
"City","Spring Valley Lake","CA","0673700","=""0673700""","93040","2019-2023","2020","Census","United States"
"City","Springville","CA","0673710","=""0673710""","141635","2019-2023","2020","Census","United States"
"City","Squaw Valley","CA","0673794","=""0673794""","81094","2019-2023","2020","Census","United States"
"City","Squirrel Mountain Valley","CA","0673815","=""0673815""","N/A","2019-2023","2020","Census","United States"
